loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status,start_date
LOAN006331,CUS007846,Education Loan,5529601,7.35,Closed,2022-02-18
LOAN006332,CUS000347,Car Loan,236440,7.86,Closed,2021-04-16
LOAN006333,CUS016841,Education Loan,388703,11.09,Approved,2025-01-15
LOAN006334,CUS007435,Home Loan,8465547,7.97,Approved,2022-04-21
LOAN006335,CUS009706,Business Loan,222748,12.28,Pending,2024-06-25
LOAN006336,CUS019708,Home Loan,165677,9.3,Pending,2023-06-02
LOAN006337,CUS005061,Gold Loan,176863,13.61,Approved,2024-10-18
LOAN006338,CUS011357,Personal Loan,659623,10.05,Approved,2025-08-25
LOAN006339,CUS011411,Personal Loan,669984,9.09,Pending,2021-11-08
LOAN006340,CUS004913,Car Loan,279967,11.92,Approved,2020-02-14
LOAN006341,CUS008147,Car Loan,2127816,12.41,Approved,2025-08-10
LOAN006342,CUS019660,Personal Loan,173436,11.67,Approved,2021-12-28
LOAN006343,CUS000933,Car Loan,1951394,13.55,Pending,2023-01-08
LOAN006344,CUS018795,Personal Loan,134363,9.87,Approved,2023-06-09
LOAN006345,CUS003420,Education Loan,215543,9.11,Approved,2024-09-08
LOAN006346,CUS005065,Car Loan,493037,12.38,Approved,2024-08-19
LOAN006347,CUS002021,Business Loan,5912241,8.59,Pending,2025-04-02
LOAN006348,CUS014238,Education Loan,718239,10.88,Pending,2025-12-09
LOAN006349,CUS012536,Personal Loan,296658,7.67,Approved,2020-01-11
LOAN006350,CUS016598,Car Loan,8064564,8.22,Closed,2022-06-06
LOAN006351,CUS017426,Gold Loan,77219,9.68,Approved,2021-03-22
LOAN006352,CUS016326,Home Loan,118139,7.86,Pending,2021-01-12
LOAN006353,CUS010256,Personal Loan,1776465,13.54,Closed,2023-08-25
LOAN006354,CUS016282,Business Loan,2368205,7.54,Approved,2022-10-10
LOAN006355,CUS014633,Gold Loan,293006,7.76,Pending,2022-12-03
LOAN006356,CUS006799,Gold Loan,121626,8.33,Pending,2025-10-25
LOAN006357,CUS010254,Business Loan,193099,10.77,Closed,2025-06-02
LOAN006358,CUS013754,Business Loan,955129,9.41,Approved,2025-09-24
LOAN006359,CUS008225,Car Loan,115130,8.23,Approved,2024-03-21
LOAN006360,CUS000945,Gold Loan,296881,7.23,Approved,2022-07-16
LOAN006361,CUS014221,Gold Loan,9976272,12.48,Approved,2023-10-25
LOAN006362,CUS010981,Education Loan,186233,9.47,Closed,2025-08-20
LOAN006363,CUS001099,Business Loan,270290,9.8,Pending,2021-07-24
LOAN006364,CUS009592,Education Loan,196069,10.33,Approved,2024-07-14
LOAN006365,CUS006924,Personal Loan,5838715,12.29,Pending,2025-06-08
LOAN006366,CUS017691,Education Loan,590492,7.89,Approved,2024-05-28
LOAN006367,CUS005736,Education Loan,8558292,11.61,Approved,2020-06-07
LOAN006368,CUS015694,Home Loan,745394,13.48,Approved,2021-05-14
LOAN006369,CUS011721,Car Loan,511472,13.12,Approved,2020-08-20
LOAN006370,CUS003873,Home Loan,212530,11.15,Pending,2025-02-07
LOAN006371,CUS016496,Gold Loan,7828991,12.34,Approved,2020-09-28
LOAN006372,CUS003292,Home Loan,84695,7.34,Closed,2021-07-05
LOAN006373,CUS018173,Home Loan,5941093,12.24,Approved,2020-06-06
LOAN006374,CUS011578,Gold Loan,219263,8.29,Approved,2020-06-16
LOAN006375,CUS005640,Personal Loan,189502,7.83,Approved,2025-04-14
LOAN006376,CUS005928,Education Loan,155370,10.17,Approved,2024-11-03
LOAN006377,CUS009112,Business Loan,101797,11.41,Closed,2021-11-01
LOAN006378,CUS014750,Business Loan,953169,9.69,Approved,2022-07-16
LOAN006379,CUS015645,Gold Loan,144351,9.37,Pending,2024-01-25
LOAN006380,CUS013988,Home Loan,134998,9.6,Closed,2022-04-06
LOAN006381,CUS011307,Personal Loan,119335,10.59,Approved,2020-11-28
LOAN006382,CUS014631,Car Loan,411442,11.91,Approved,2024-07-06
LOAN006383,CUS005669,Personal Loan,3907198,7.46,Closed,2025-09-20
LOAN006384,CUS014265,Car Loan,51334,8.72,Closed,2020-07-13
LOAN006385,CUS005460,Home Loan,109824,12.02,Approved,2025-01-07
LOAN006386,CUS019641,Personal Loan,593108,13.22,Approved,2024-01-17
LOAN006387,CUS009757,Personal Loan,106906,13.13,Approved,2024-06-21
LOAN006388,CUS013369,Education Loan,7899436,9.59,Approved,2022-10-19
LOAN006389,CUS001622,Education Loan,334423,8.23,Approved,2021-11-04
LOAN006390,CUS009752,Business Loan,434938,10.72,Approved,2023-10-10
LOAN006391,CUS002736,Business Loan,107488,10.09,Approved,2025-10-08
LOAN006392,CUS006338,Business Loan,2424590,11.22,Approved,2023-02-14
LOAN006393,CUS005398,Personal Loan,112015,9.78,Approved,2021-01-04
LOAN006394,CUS000393,Business Loan,1386148,8.76,Approved,2025-05-17
LOAN006395,CUS004291,Business Loan,162734,7.46,Closed,2021-12-06
LOAN006396,CUS014977,Gold Loan,4140240,8.15,Approved,2020-01-08
LOAN006397,CUS011379,Gold Loan,161324,11.91,Pending,2021-11-24
LOAN006398,CUS006210,Personal Loan,1842244,8.13,Closed,2023-03-19
LOAN006399,CUS014024,Education Loan,1682537,9.21,Pending,2022-07-07
LOAN006400,CUS013769,Car Loan,249654,10.0,Approved,2020-12-21
LOAN006401,CUS011134,Business Loan,96888,12.64,Approved,2023-03-27
LOAN006402,CUS017801,Home Loan,267574,12.54,Approved,2024-06-21
LOAN006403,CUS011074,Gold Loan,268601,12.22,Approved,2024-11-09
LOAN006404,CUS015867,Car Loan,1296753,12.41,Approved,2021-07-08
LOAN006405,CUS018731,Education Loan,263270,13.23,Approved,2023-12-12
LOAN006406,CUS006712,Gold Loan,874099,9.61,Approved,2024-11-15
LOAN006407,CUS007025,Car Loan,297954,11.19,Approved,2024-10-24
LOAN006408,CUS015128,Business Loan,916977,8.24,Approved,2025-05-06
LOAN006409,CUS013974,Personal Loan,6634877,12.99,Pending,2021-04-13
LOAN006410,CUS001161,Business Loan,7441089,12.85,Closed,2025-12-15
LOAN006411,CUS003722,Gold Loan,7006629,9.29,Closed,2021-10-07
LOAN006412,CUS008232,Car Loan,280705,11.6,Pending,2024-05-09
LOAN006413,CUS012351,Car Loan,110767,11.39,Pending,2022-02-12
LOAN006414,CUS019067,Education Loan,142852,12.93,Closed,2020-04-08
LOAN006415,CUS015289,Personal Loan,564436,11.86,Approved,2020-08-01
LOAN006416,CUS003782,Education Loan,502739,10.14,Approved,2023-03-16
LOAN006417,CUS004004,Car Loan,1229206,12.82,Approved,2022-10-25
LOAN006418,CUS009986,Education Loan,103880,12.9,Approved,2024-03-28
LOAN006419,CUS000506,Education Loan,81650,10.1,Approved,2021-07-25
LOAN006420,CUS014072,Education Loan,60605,7.63,Approved,2024-03-22
LOAN006421,CUS009802,Personal Loan,173756,11.15,Approved,2023-02-16
LOAN006422,CUS018605,Car Loan,193991,10.5,Approved,2020-12-19
LOAN006423,CUS001353,Home Loan,151985,9.86,Approved,2024-03-08
LOAN006424,CUS000410,Business Loan,283030,9.7,Approved,2023-04-18
LOAN006425,CUS006702,Car Loan,683032,12.76,Approved,2022-02-19
LOAN006426,CUS008766,Business Loan,767509,9.91,Approved,2024-03-23
LOAN006427,CUS006836,Business Loan,1500037,7.71,Closed,2023-11-08
LOAN006428,CUS002881,Personal Loan,298288,12.8,Closed,2022-09-10
LOAN006429,CUS017695,Education Loan,252410,8.52,Approved,2023-03-02
LOAN006430,CUS008915,Home Loan,238940,10.08,Approved,2023-02-26
LOAN006431,CUS002360,Personal Loan,3835774,11.76,Approved,2025-02-05
LOAN006432,CUS013866,Home Loan,9159716,10.35,Approved,2023-01-08
LOAN006433,CUS015601,Gold Loan,238755,8.1,Approved,2024-04-08
LOAN006434,CUS006061,Business Loan,188089,13.42,Approved,2021-03-27
LOAN006435,CUS014522,Education Loan,7438199,12.16,Closed,2020-01-16
LOAN006436,CUS014382,Home Loan,438729,13.79,Pending,2021-11-05
LOAN006437,CUS011746,Personal Loan,117258,13.1,Approved,2022-06-07
LOAN006438,CUS010527,Business Loan,885190,10.97,Approved,2022-01-12
LOAN006439,CUS009894,Personal Loan,1695352,8.83,Closed,2020-07-04
LOAN006440,CUS012743,Home Loan,905180,9.43,Approved,2025-11-26
LOAN006441,CUS018966,Personal Loan,6063100,13.58,Approved,2023-01-11
LOAN006442,CUS010572,Personal Loan,796862,13.5,Approved,2023-02-06
LOAN006443,CUS011166,Personal Loan,253834,12.93,Approved,2022-05-24
LOAN006444,CUS001142,Home Loan,184351,13.37,Approved,2020-06-01
LOAN006445,CUS017284,Gold Loan,4377316,11.11,Approved,2025-04-13
LOAN006446,CUS003272,Car Loan,4752511,13.1,Pending,2024-05-26
LOAN006447,CUS013605,Gold Loan,180827,10.48,Approved,2022-08-13
LOAN006448,CUS003151,Personal Loan,73156,13.75,Approved,2023-09-03
LOAN006449,CUS001259,Education Loan,6802587,10.03,Approved,2021-07-28
LOAN006450,CUS009383,Home Loan,7865903,12.52,Approved,2024-02-28
LOAN006451,CUS002885,Car Loan,3449053,7.49,Pending,2021-07-22
LOAN006452,CUS010715,Home Loan,2599085,9.57,Approved,2022-12-21
LOAN006453,CUS016907,Personal Loan,146883,13.45,Closed,2021-01-17
LOAN006454,CUS015237,Business Loan,234675,10.64,Approved,2021-08-22
LOAN006455,CUS000726,Business Loan,233192,7.7,Closed,2025-09-27
LOAN006456,CUS008487,Personal Loan,1198471,9.63,Approved,2021-09-26
LOAN006457,CUS016383,Car Loan,57104,12.5,Approved,2020-11-23
LOAN006458,CUS017569,Car Loan,295979,7.98,Approved,2022-06-02
LOAN006459,CUS013357,Personal Loan,74997,10.48,Approved,2022-04-27
LOAN006460,CUS014847,Personal Loan,206511,13.34,Approved,2020-06-07
LOAN006461,CUS001845,Education Loan,135027,7.97,Approved,2024-12-14
LOAN006462,CUS012179,Home Loan,493713,8.05,Closed,2025-04-26
LOAN006463,CUS003748,Gold Loan,220766,7.64,Approved,2023-11-07
LOAN006464,CUS017490,Personal Loan,206122,8.84,Pending,2024-03-16
LOAN006465,CUS002101,Gold Loan,7682219,7.25,Approved,2021-04-16
LOAN006466,CUS019388,Education Loan,661763,8.59,Approved,2021-02-01
LOAN006467,CUS017209,Education Loan,222358,9.54,Approved,2024-07-15
LOAN006468,CUS014793,Education Loan,636993,13.54,Approved,2025-02-02
LOAN006469,CUS005764,Education Loan,134327,9.37,Approved,2020-12-08
LOAN006470,CUS005810,Education Loan,8940204,8.61,Approved,2025-02-07
LOAN006471,CUS017169,Education Loan,67516,9.82,Approved,2021-06-19
LOAN006472,CUS004558,Car Loan,555699,10.99,Approved,2021-08-02
LOAN006473,CUS013054,Business Loan,217582,7.2,Approved,2020-01-12
LOAN006474,CUS016440,Gold Loan,6509879,12.41,Approved,2020-11-20
LOAN006475,CUS016189,Personal Loan,198718,8.47,Approved,2021-02-15
LOAN006476,CUS006921,Home Loan,227061,7.97,Approved,2025-09-07
LOAN006477,CUS009733,Education Loan,284556,8.45,Pending,2025-03-04
LOAN006478,CUS017880,Education Loan,588380,7.23,Approved,2023-02-04
LOAN006479,CUS009039,Gold Loan,208851,12.72,Approved,2023-01-25
LOAN006480,CUS005037,Home Loan,2626409,10.91,Pending,2020-05-17
LOAN006481,CUS011064,Gold Loan,189609,8.93,Approved,2020-12-03
LOAN006482,CUS006088,Education Loan,175428,12.69,Pending,2025-01-05
LOAN006483,CUS011900,Education Loan,2230825,11.19,Approved,2025-07-06
LOAN006484,CUS016453,Car Loan,77406,8.86,Approved,2020-04-20
LOAN006485,CUS006445,Business Loan,72278,7.22,Approved,2020-12-23
LOAN006486,CUS004605,Car Loan,230349,9.1,Approved,2020-03-26
LOAN006487,CUS007995,Education Loan,6939469,12.3,Approved,2025-12-15
LOAN006488,CUS003785,Gold Loan,66376,10.4,Approved,2022-08-09
LOAN006489,CUS019698,Business Loan,231636,12.01,Closed,2020-04-06
LOAN006490,CUS001020,Car Loan,8368466,10.2,Approved,2024-08-02
LOAN006491,CUS008153,Car Loan,2912472,12.32,Pending,2021-08-05
LOAN006492,CUS019505,Education Loan,1794611,7.44,Approved,2022-02-12
LOAN006493,CUS012463,Gold Loan,2544944,9.1,Approved,2020-01-21
LOAN006494,CUS010773,Gold Loan,223142,9.78,Approved,2020-10-28
LOAN006495,CUS004225,Business Loan,2361086,11.32,Approved,2021-03-21
LOAN006496,CUS019664,Home Loan,158562,13.39,Approved,2024-07-22
LOAN006497,CUS018435,Education Loan,104600,9.34,Approved,2025-06-08
LOAN006498,CUS018632,Home Loan,9150984,10.45,Closed,2025-09-14
LOAN006499,CUS009638,Gold Loan,561958,12.97,Approved,2025-10-26
LOAN006500,CUS019970,Education Loan,778776,11.22,Pending,2025-09-17
LOAN006501,CUS001451,Car Loan,239331,12.44,Approved,2023-09-27
LOAN006502,CUS016656,Education Loan,71800,13.72,Approved,2020-04-10
LOAN006503,CUS005389,Car Loan,1765914,8.75,Pending,2023-04-09
LOAN006504,CUS015964,Gold Loan,131630,11.48,Approved,2020-12-21
LOAN006505,CUS004598,Gold Loan,9686555,12.35,Approved,2022-06-01
LOAN006506,CUS017985,Gold Loan,3931786,8.23,Approved,2024-01-18
LOAN006507,CUS012520,Gold Loan,68798,9.69,Pending,2024-02-26
LOAN006508,CUS015247,Car Loan,203354,13.73,Approved,2020-11-01
LOAN006509,CUS008160,Personal Loan,167997,11.85,Approved,2022-04-20
LOAN006510,CUS000575,Personal Loan,284583,10.52,Approved,2024-04-18
LOAN006511,CUS010570,Home Loan,265097,8.62,Closed,2023-12-20
LOAN006512,CUS006525,Gold Loan,2495291,12.67,Approved,2023-05-20
LOAN006513,CUS002876,Business Loan,195311,10.2,Pending,2020-04-26
LOAN006514,CUS003645,Education Loan,6573346,12.19,Closed,2021-09-18
LOAN006515,CUS001805,Car Loan,78058,12.98,Approved,2020-02-16
LOAN006516,CUS005013,Business Loan,156444,10.65,Pending,2020-09-23
LOAN006517,CUS006987,Personal Loan,184656,8.23,Pending,2023-12-21
LOAN006518,CUS001441,Business Loan,2431985,11.26,Pending,2021-11-15
LOAN006519,CUS000583,Home Loan,5015238,11.49,Approved,2023-01-06
LOAN006520,CUS008770,Business Loan,6958558,7.79,Approved,2020-02-17
LOAN006521,CUS002842,Education Loan,217121,11.5,Approved,2022-09-17
LOAN006522,CUS015089,Gold Loan,1925119,9.25,Closed,2023-11-20
LOAN006523,CUS002845,Personal Loan,174890,11.26,Approved,2020-08-24
LOAN006524,CUS011965,Personal Loan,261094,9.14,Pending,2025-06-27
LOAN006525,CUS010114,Education Loan,108286,9.82,Approved,2021-11-18
LOAN006526,CUS019866,Home Loan,415103,9.24,Approved,2025-09-15
LOAN006527,CUS000250,Education Loan,106135,10.63,Approved,2020-04-10
LOAN006528,CUS001958,Personal Loan,863013,11.61,Closed,2021-08-11
LOAN006529,CUS018031,Education Loan,1703341,10.0,Approved,2024-07-26
LOAN006530,CUS017988,Home Loan,842123,8.26,Approved,2023-10-27
LOAN006531,CUS010869,Gold Loan,215493,7.23,Pending,2024-11-04
LOAN006532,CUS004245,Home Loan,2171756,12.45,Approved,2024-12-22
LOAN006533,CUS005949,Car Loan,3003486,11.19,Pending,2020-05-10
LOAN006534,CUS007588,Home Loan,149873,7.71,Approved,2023-10-22
LOAN006535,CUS011367,Business Loan,2246885,7.46,Approved,2020-12-14
LOAN006536,CUS012884,Personal Loan,2495355,8.93,Approved,2022-10-03
LOAN006537,CUS005902,Gold Loan,848602,12.16,Approved,2021-07-18
LOAN006538,CUS015650,Gold Loan,73379,11.58,Approved,2023-01-25
LOAN006539,CUS010308,Education Loan,435698,8.29,Approved,2020-08-05
LOAN006540,CUS000576,Personal Loan,7608536,10.72,Closed,2024-08-27
LOAN006541,CUS013115,Business Loan,76189,12.43,Approved,2020-08-22
LOAN006542,CUS001731,Car Loan,279053,11.52,Pending,2022-11-11
LOAN006543,CUS017051,Car Loan,321132,12.82,Approved,2022-07-04
LOAN006544,CUS014919,Gold Loan,80343,11.53,Approved,2025-09-09
LOAN006545,CUS012989,Car Loan,103431,13.06,Approved,2020-03-23
LOAN006546,CUS013806,Education Loan,220524,12.43,Approved,2022-11-11
LOAN006547,CUS019613,Home Loan,208894,12.57,Approved,2023-08-19
LOAN006548,CUS014259,Home Loan,1731055,11.63,Pending,2025-03-26
LOAN006549,CUS001671,Home Loan,119811,13.47,Approved,2021-06-12
LOAN006550,CUS005111,Gold Loan,1071804,8.48,Approved,2023-12-20
LOAN006551,CUS015866,Education Loan,2641477,9.96,Pending,2023-09-20
LOAN006552,CUS002430,Personal Loan,239075,13.78,Approved,2020-12-06
LOAN006553,CUS000691,Car Loan,132420,11.36,Approved,2024-05-28
LOAN006554,CUS010725,Home Loan,77227,7.53,Approved,2024-04-23
LOAN006555,CUS014363,Business Loan,1807966,10.18,Approved,2025-06-02
LOAN006556,CUS012555,Education Loan,5271423,12.37,Approved,2025-07-12
LOAN006557,CUS019935,Home Loan,200895,10.99,Approved,2020-07-09
LOAN006558,CUS000675,Gold Loan,245932,12.95,Pending,2023-06-03
LOAN006559,CUS009197,Business Loan,2957065,10.72,Approved,2024-12-12
LOAN006560,CUS016399,Business Loan,278404,11.02,Approved,2024-04-16
LOAN006561,CUS006829,Education Loan,354578,7.45,Approved,2024-01-20
LOAN006562,CUS012550,Gold Loan,253528,8.55,Approved,2025-12-22
LOAN006563,CUS018413,Home Loan,68175,11.34,Approved,2021-07-01
LOAN006564,CUS018377,Personal Loan,735105,11.26,Pending,2020-03-07
LOAN006565,CUS012664,Business Loan,4524724,13.3,Approved,2022-02-01
LOAN006566,CUS007948,Gold Loan,78952,13.13,Approved,2020-07-08
LOAN006567,CUS001011,Gold Loan,306945,8.88,Approved,2022-05-14
LOAN006568,CUS015048,Personal Loan,201264,10.16,Approved,2020-10-14
LOAN006569,CUS015287,Car Loan,443674,11.2,Pending,2022-06-05
LOAN006570,CUS003491,Gold Loan,7841408,8.78,Pending,2020-01-20
LOAN006571,CUS001237,Education Loan,276299,13.3,Approved,2021-07-15
LOAN006572,CUS003219,Education Loan,3923206,8.31,Approved,2020-06-13
LOAN006573,CUS002939,Education Loan,228878,8.64,Pending,2022-04-08
LOAN006574,CUS016850,Car Loan,201722,10.49,Pending,2023-04-11
LOAN006575,CUS000324,Business Loan,152167,12.23,Pending,2024-04-03
LOAN006576,CUS016679,Car Loan,120798,9.11,Approved,2025-11-12
LOAN006577,CUS018665,Gold Loan,256207,11.71,Approved,2023-05-18
LOAN006578,CUS015994,Education Loan,123711,8.08,Closed,2024-02-17
LOAN006579,CUS001063,Gold Loan,274795,12.45,Approved,2021-05-13
LOAN006580,CUS014766,Home Loan,260880,7.7,Pending,2024-06-11
LOAN006581,CUS017389,Gold Loan,190590,12.43,Approved,2025-09-04
LOAN006582,CUS019903,Education Loan,116590,13.57,Pending,2023-01-20
LOAN006583,CUS004830,Business Loan,139643,9.85,Closed,2020-06-12
LOAN006584,CUS000708,Car Loan,985386,9.52,Pending,2025-01-13
LOAN006585,CUS014164,Gold Loan,320884,12.05,Approved,2022-11-24
LOAN006586,CUS001483,Home Loan,155839,11.27,Approved,2021-04-22
LOAN006587,CUS007835,Personal Loan,162807,13.02,Approved,2025-12-01
LOAN006588,CUS011468,Home Loan,55630,11.56,Approved,2025-08-05
LOAN006589,CUS015091,Personal Loan,120788,10.99,Pending,2022-08-19
LOAN006590,CUS004769,Personal Loan,147414,8.5,Pending,2022-06-20
LOAN006591,CUS016172,Business Loan,3453669,8.33,Pending,2025-04-28
LOAN006592,CUS013383,Car Loan,2973244,7.91,Approved,2025-07-12
LOAN006593,CUS016808,Personal Loan,538142,7.38,Pending,2024-06-09
LOAN006594,CUS016036,Car Loan,1552513,12.29,Approved,2023-02-17
LOAN006595,CUS008301,Home Loan,1102849,10.4,Approved,2021-09-06
LOAN006596,CUS012784,Personal Loan,9476797,12.09,Approved,2020-11-04
LOAN006597,CUS008305,Gold Loan,210848,9.26,Approved,2025-03-14
LOAN006598,CUS010898,Personal Loan,187278,9.99,Approved,2025-01-11
LOAN006599,CUS018405,Car Loan,471427,9.86,Approved,2024-07-10
LOAN006600,CUS019317,Education Loan,94698,12.05,Pending,2023-06-08
LOAN006601,CUS017711,Education Loan,1408408,7.52,Closed,2022-02-21
LOAN006602,CUS002800,Business Loan,604147,12.61,Approved,2021-08-21
LOAN006603,CUS010134,Gold Loan,135701,11.07,Approved,2025-07-20
LOAN006604,CUS014194,Gold Loan,903510,7.8,Pending,2020-03-24
LOAN006605,CUS004650,Business Loan,912297,10.65,Approved,2025-05-13
LOAN006606,CUS014960,Personal Loan,234767,7.46,Approved,2023-04-15
LOAN006607,CUS008282,Personal Loan,2871056,12.37,Pending,2021-01-01
LOAN006608,CUS008207,Home Loan,2720830,10.93,Pending,2023-10-18
LOAN006609,CUS012287,Personal Loan,172175,7.81,Closed,2022-08-18
LOAN006610,CUS017651,Personal Loan,7855086,8.96,Closed,2023-05-22
LOAN006611,CUS011672,Gold Loan,219434,9.42,Approved,2022-09-12
LOAN006612,CUS005107,Home Loan,1553348,9.52,Approved,2024-02-04
LOAN006613,CUS006500,Home Loan,2067696,12.77,Approved,2020-01-09
LOAN006614,CUS012410,Car Loan,2767217,9.41,Approved,2021-07-24
LOAN006615,CUS010185,Gold Loan,8859491,11.75,Approved,2021-06-10
LOAN006616,CUS012942,Home Loan,146246,7.59,Pending,2022-11-22
LOAN006617,CUS006347,Business Loan,234533,10.13,Pending,2022-10-18
LOAN006618,CUS002142,Education Loan,514698,10.18,Approved,2020-04-05
LOAN006619,CUS010658,Home Loan,7934320,10.09,Approved,2020-05-09
LOAN006620,CUS016430,Home Loan,510162,9.87,Pending,2020-07-23
LOAN006621,CUS019097,Business Loan,2966080,12.37,Approved,2023-10-15
LOAN006622,CUS012229,Gold Loan,477069,7.29,Approved,2024-06-02
LOAN006623,CUS017184,Home Loan,292767,12.03,Approved,2020-04-08
LOAN006624,CUS007858,Home Loan,9380280,13.21,Pending,2025-12-19
LOAN006625,CUS016089,Gold Loan,204761,9.47,Pending,2023-02-18
LOAN006626,CUS012350,Business Loan,562238,13.28,Approved,2023-03-27
LOAN006627,CUS009761,Education Loan,2340568,12.54,Pending,2020-01-06
LOAN006628,CUS002851,Personal Loan,5530345,10.29,Pending,2025-10-17
LOAN006629,CUS013079,Car Loan,615744,13.77,Closed,2022-11-18
LOAN006630,CUS004601,Home Loan,3246304,12.68,Approved,2023-01-16
LOAN006631,CUS005901,Education Loan,284268,7.77,Approved,2020-04-17
LOAN006632,CUS013652,Car Loan,277549,7.66,Pending,2020-07-22
LOAN006633,CUS006132,Business Loan,368713,11.83,Closed,2021-08-26
LOAN006634,CUS011220,Business Loan,2824665,12.52,Approved,2021-08-27
LOAN006635,CUS003516,Car Loan,122745,13.79,Approved,2023-07-03
LOAN006636,CUS010099,Home Loan,119017,12.35,Pending,2025-09-25
LOAN006637,CUS001274,Personal Loan,69104,13.33,Approved,2021-09-25
LOAN006638,CUS017612,Car Loan,64310,10.82,Approved,2025-04-04
